Geneid	RS_ZFP821_WT_RNA_seq_rep1	RS_ZFP821_WT_RNA_seq_rep2	RS_ZFP821_KO_RNA_seq_rep1	RS_ZFP821_KO_RNA_seq_rep2
Mtnr1a	87	97	65	73
AY512931	167	136	71	78
Fat1	3455	3261	2772	3308
Gm30397	0	0	0	0
Gm19855	0	0	0	0
Gm6303	0	1	3	2
Gm6011	1	1	4	7
Gm45488	57	79	123	196
Gm5347	443	289	479	636
Adam34	1880	1650	1630	1984
Adam34l	559	461	527	674
Gm19838	1	4	5	8
Adam26a	5343	4392	4585	5742
Adam26b	1837	1499	1242	1632
Zfp42	749	566	506	557
Gm2221	0	0	0	0
Triml2	2	3	1	0
Gm6284	0	0	0	0
Triml1	4921	4022	2929	3738
Gm18414	0	0	0	0
Gm26181	0	0	0	0
Gm6180	21	21	12	13
Gm51607	0	0	0	0
Zfp353-ps	0	0	0	0
Hspd1-ps1	0	0	0	0
2810404M03Rik	13	5	7	9
Smarce1-ps1	3	4	6	2
Gapdh-ps14	0	0	0	0
Gm16348	0	0	0	0
Fgl1	0	1	0	0
Gm39167	3	2	6	10
Gm16193	5	1	2	2
B430010I23Rik	1	2	2	0
Mtus1	191	181	181	219
Pdgfrl	3	2	2	1
Slc7a2	447	426	203	219
Gm8445	11	5	9	9
Gm5345	2	1	1	0
Adam39	3997	3324	2646	3346
Adam20	6663	5920	5135	6637
Gm8436	3	0	2	4
Gm8433	1	2	6	6
Adam25	3554	3056	2571	3355
Gm5749	0	0	3	5
Gm2080	10	6	19	19
Gm8423	0	0	0	0
Adam24	10917	8912	7676	9689
Mtmr7	30	28	28	21
Vps37a	3759	3235	3708	4336
Cnot7	2683	2166	1774	2097
Zdhhc2	229	176	90	136
Mir7666	592	623	287	210
Micu3	411	298	241	268
Fgf20	2	1	3	1
Gm7082	0	0	0	1
Gm8381	20	17	67	52
Gm36795	789	726	455	597
Gm2033	2	1	4	14
Gm36741	16	7	13	18
Gm51587	0	0	1	0
Msr1	511	427	357	405
Gm5609	2	3	3	5
Gm18644	1	0	0	0
Gm6213	15	8	1	4
Zfp148-ps1	0	0	0	0
Gm17766	0	1	1	2
Gm20948	0	0	1	1
Tusc3	10844	9930	5077	5812
Gm23128	1	0	1	0
Gm40493	0	1	0	0
Gm18211	0	0	0	0
Mir383	0	0	0	0
n-TLcag2	0	0	0	0
Gm16204	0	0	0	0
Gm16205	0	0	0	0
Sgcz	3	1	3	2
Gm6203	0	0	1	1
Gm25126	0	0	0	0
Gm7319	3	0	10	11
Gm3433	61	45	105	116
Gm16530	245	286	320	355
Gm8342	201	160	376	424
Gm18267	122	118	266	340
AI429214	3531	2999	2481	3029
G630064G18Rik	2	1	12	16
Gm39166	2	0	0	0
Dlc1	100	92	47	71
Trmt9b	9	12	5	4
Gm19140	0	0	0	1
Gm26150	0	0	0	0
Gm5787	1	0	1	0
Gm35712	36	20	18	16
Lonrf1	175	171	116	139
Gm39165	350	291	147	169
Gm35520	181	170	145	199
Gm39164	116	110	73	85
Gm38414	2	0	0	0
Prag1	38	56	14	26
Gm39163	0	0	0	0
Rps12-ps24	0	0	1	1
5430403N17Rik	0	5	2	1
Cldn23	39	27	13	14
Gm45566	0	0	2	0
Gm19410	255	184	279	347
Gm40492	2	1	1	3
Gm35021	140	113	342	422
1700015I17Rik	226	210	297	350
Mfhas1	69	57	31	46
Gm16793	1	0	0	0
Gm39162	142	133	267	330
Gm51568	161	134	235	228
Eri1	693	576	667	807
Gm34853	104	79	151	180
Gm51567	3	9	3	5
Gm34911	0	0	0	1
Gm45301	0	0	4	1
Ppp1r3b	43	34	22	32
Gm34705	1	3	4	4
Gm34647	34	38	8	15
Gm34597	156	143	65	103
Gm34533	215	208	84	97
Gm34474	2	2	0	0
Rpl31-ps23	0	0	0	0
Gm34419	89	79	112	161
Gm8291	0	0	0	0
Tnks	23311	21222	19080	23848
Dusp4	7566	7536	4058	4548
Gm46069	2	7	3	4
Gm34096	179	198	110	126
B930018H19Rik	81	69	140	185
Gm46068	17	19	25	39
Gm33968	228	193	141	174
Gm8268	1	0	0	1
Gm40489	1	0	2	0
Gm39160	104	96	94	125
Gm46038	0	1	1	1
Gm39159	0	0	0	1
Gm33910	49	28	32	36
Gm33831	6	7	9	6
Gm4889	6	3	0	3
Gm8254	1	1	0	1
Gm6100	0	0	0	0
Gm29243	16	11	11	4
Gm33638	159	110	81	92
Mir6395	2	0	3	4
Saraf	10235	9204	4726	5535
Leprotl1	416	445	213	214
Gm39158	38	21	21	25
Gm10131	27	19	7	17
Mboat4	24	17	20	24
Dctn6	3625	3354	2236	2589
Gm40486	0	2	2	3
Gm40487	18	3	8	11
Gm39157	9	7	5	9
Gm33588	0	0	0	0
Gm51528	5	3	2	4
Rbpms	1587	1319	547	570
Smim18	0	1	1	2
Gtf2e2	10385	9139	7831	9148
1700104B16Rik	2377	2009	1434	1767
Gm40485	0	0	1	1
Gm17803	7	4	7	5
Gm24727	3	1	2	1
Gsr	533	527	261	319
Gm33433	56	67	41	47
Ubxn8	5529	4990	2113	2243
Ppp2cb	10942	10000	5934	7430
Tex15	6310	5427	11127	14257
Hmgb1-rs17	1504	1171	589	766
Gm8201	1	2	0	0
Purg	188	116	149	186
Wrn	3451	3063	4146	5141
Gm6877	0	1	1	0
Gm33281	1	5	2	1
Gm39156	1	2	0	1
Gm33082	0	0	1	1
Gm3985	0	0	0	0
Gm51527	1	0	2	1
Gm39155	46	43	45	56
Gm46076	0	1	0	0
Gm22140	0	0	0	0
Gm8179	0	1	2	4
Gm26578	1	0	0	0
Gm33223	0	0	0	0
Nrg1	5	6	2	10
Gm5117	1	2	0	0
Gm19096	0	0	0	0
7420700N18Rik	1	0	7	7
Gm8168	0	0	0	0
Gm8051	1	1	1	1
Fut10	132	134	47	82
Mak16	1000	891	974	1183
Tti2	998	860	608	690
Snord13	97	31	18	20
Rnf122	21	15	7	6
Gm40484	0	0	0	0
Dusp26	4	1	1	3
Gm32841	0	1	0	0
Gm32791	40	27	14	27
Gm32735	0	0	0	0
4933433F19Rik	10	5	3	7
Gm6853	454	472	1097	1363
Gm39154	9	11	28	19
Gm32678	3	4	7	6
Gm29816	0	0	0	0
Gm32621	0	1	0	0
Gm18676	0	3	0	0
Nudc-ps1	2	1	1	0
Gm32567	4	7	9	13
Gm32505	0	2	5	4
Unc5d	22	31	19	28
Gm26795	0	0	0	0
Gm8110	24	30	30	62
Gm8100	0	0	1	0
Gm8096	1368	1329	647	732
Gm39153	1	0	0	0
Gm24202	0	0	0	0
Gm1698	3621	3228	4747	5440
Poteg	5217	4184	8443	10616
Gm24410	0	0	0	0
Chrna6	6	3	1	4
Chrnb3	36	39	32	30
Tex24	1131	949	1310	1558
Gm9731	339	296	154	197
Gm18266	17	12	5	7
Eif4ebp1	437	460	277	289
Gm45470	1	0	1	0
Adrb3	0	0	0	1
Got1l1	10179	9964	6322	7647
4933416M07Rik	1397	1162	667	843
Rab11fip1	392	344	224	223
Brf2	8563	8684	3137	3621
Gm39151	0	0	1	0
Adgra2	137	126	31	53
Plpbp	938	783	648	770
Erlin2	6444	5915	3530	4162
Gm19164	18	16	30	27
Gm32389	0	0	1	0
Zfp703	58	67	25	23
Gm45572	21	27	25	26
Gm39150	2	0	1	4
Gm29728	7	6	0	12
2310008N11Rik	0	0	0	0
Gm32098	1	0	3	2
Gm32050	34	37	29	45
Gm39149	7	4	9	6
Gm31983	7	7	8	13
Gm31898	43	28	32	38
Gm39148	2	0	0	1
Gm31843	0	0	0	0
Gm31784	31	24	20	29
Gm31727	0	0	0	7
Thap1	2151	2039	1095	1290
Rnf170	226	217	199	281
Gm18364	1	2	4	4
1700047A11Rik	111	78	68	89
Hook3	226	166	171	183
Fnta	7795	6498	3989	4794
Gm31402	0	0	3	0
Pomk	70	73	26	28
Hgsnat	467	412	159	154
Kcnu1	9998	8916	8294	10596
Ash2l	19891	17453	10023	11747
Star	117	83	112	133
Gm46037	1	0	0	0
Lsm1	1298	1270	657	655
Gm19075	4	10	17	19
Bag4	4468	4083	2891	3355
Gm17484	211	179	62	53
Ddhd2	180	158	167	213
Plpp5	171	165	340	388
Gm24992	7	4	5	9
Nsd3	4633	4000	3495	4011
D830025C05Rik	558	459	222	201
Letm2	10661	9623	7495	9080
Gm16159	5829	5594	3003	3524
Gm31288	139	119	279	377
Fgfr1	294	272	145	162
Gm31045	93	101	92	108
Gm10689	4	1	0	1
Gm30978	13	12	6	2
Gm39147	39	41	23	38
Gm39146	19	16	20	25
5430421F17Rik	0	1	0	0
Gm39145	0	0	0	0
Gm39144	0	0	0	0
Mir8108	0	0	0	0
Tacc1	3156	2838	1777	2068
Gm39143	0	0	1	1
5830408C22Rik	0	0	0	0
Plekha2	55	57	22	25
Htra4	1	0	2	1
Tm2d2	9331	9128	4598	4948
Adam9	302	296	195	202
Adam32	56463	46915	34468	40776
Adam5	43873	36968	44616	55544
Gm26208	1	0	0	1
Adam3	43579	36042	49471	61299
Gm51566	34	34	24	21
Adam18	14200	12564	9347	11042
Gm51565	0	0	0	0
Ido1	3	1	3	5
Ido2	23	32	43	26
9130214F15Rik	2	2	0	3
Gm30845	0	1	1	2
Tcim	3	0	1	2
Gm30757	0	0	0	0
Gm30692	0	0	0	0
Gm30633	1	1	0	0
LOC115487055	0	0	0	0
Gm51564	1	1	0	0
Zmat4	28	12	13	16
Gm30471	183	144	211	283
4930413E20Rik	927	875	525	573
Sfrp1	122	95	97	113
Gm30370	0	1	2	6
Gm24335	0	0	1	0
Golga7	1338	1256	818	933
Gm39141	42	52	25	36
Gins4	3586	3127	1638	1949
Gpat4	82062	76167	37361	43335
Gm30247	5	1	4	3
Gm30306	1	1	6	0
Nkx6-3	0	0	0	0
Mir3107	0	0	0	0
Mir486	0	0	1	0
Gm15816	2	1	1	0
Gm51563	70	60	41	33
Ank1	236	187	139	162
Gm10043	5	3	10	22
Gm18675	1	0	2	2
Kat6a	422	383	505	578
Gm24735	1	1	0	0
Gm46036	12	1	3	4
Ap3m2	978	928	524	634
Plat	149	144	63	87
Ikbkb	1243	1173	882	1067
A930013F10Rik	31	21	93	104
Polb	6448	4864	2539	3185
Dkk4	3	1	0	0
Gm30135	28	19	7	12
Gm30086	170	143	172	211
Vdac3	32762	30280	17923	20749
Slc20a2	520	544	203	229
Smim19	159	147	48	62
Gm39140	56	32	32	36
Mrps31	1589	1328	749	994
Gm6009	7	3	11	6
1810012K16Rik	489	455	260	245
Slc25a15	11	20	10	7
Gm46035	26	15	57	74
Tpte	1335	1132	1891	2307
Rpl30-ps2	0	0	1	0
Thsd1	616	622	971	1193
Vps36	3617	3259	1854	2010
Gm29878	21	21	22	28
Ckap2	40	51	68	78
Nek3	46	53	38	55
LOC115487060	0	0	3	0
Nek5	50	43	120	153
Alg11	702	612	435	463
Atp7b	1890	1753	1307	1424
Ccdc70	5858	4850	3427	4048
Fam90a1a	9	2	8	6
Gm29821	556	502	341	430
Defb13	3	0	1	0
Defb35	0	0	1	2
Defb15	78	64	42	54
Defb11	82	64	40	50
Defb9	0	0	0	0
Defb10	0	0	0	0
Defb2	0	0	0	0
Defb50	0	0	0	0
Gm15316	0	0	0	0
Defb1	0	0	0	0
Defa-ps11	0	0	0	0
Defa24	0	0	0	0
Defa-ps10	0	0	0	0
Gm7869	0	0	0	0
Gm22447	0	0	0	0
Defa39	0	1	1	1
Defa-ps1	0	0	0	0
Defa34	0	0	0	0
Defa17	0	0	0	0
Gm15313	0	0	0	0
Defa26	0	0	0	0
Gm15314	0	0	0	0
Gm24829	0	0	0	0
Defa43	0	0	0	0
Gm15312	0	0	0	0
Defa28	0	0	0	0
Defa37	0	0	0	0
Gm24423	0	0	0	0
Defa32	0	0	0	0
Defa20	0	0	0	0
Defa-ps17	0	0	0	0
Gm15304	0	0	0	0
Gm23568	0	0	0	0
Defa42	0	0	0	0
Gm15309	0	0	0	0
Defa-ps18	0	0	0	0
Defa36	0	0	0	0
Defa33	0	0	0	0
Defa2	0	0	0	0
Defa-ps16	0	0	0	0
Gm15302	0	0	0	0
Gm23561	0	0	0	0
Defa29	0	0	0	0
Defa27	0	0	0	0
Defa5	0	0	0	0
Defa3	0	0	0	0
Defa-ps8	0	0	0	0
Defa40	0	0	0	0
Gm15303	0	0	0	0
Defa-ps6	0	0	0	0
Defa41	0	0	0	0
Defa31	0	0	0	0
Gm26240	0	0	0	0
Defa22	0	0	0	0
Defa30	0	0	1	0
Gm2869	0	0	0	0
Gm24568	0	0	0	0
Defa38	0	0	0	0
Gm6689	0	0	0	0
Defa25	0	0	0	0
Defa35	0	0	0	0
Defa23	0	0	0	0
Gm23142	0	0	0	0
Defa21	0	0	0	0
AY761185	0	0	0	0
Gm6040	0	0	0	0
Gm15056	0	2	0	1
Defb33	1109	1004	588	648
Gm20796	1	0	0	1
Gm21944	0	0	0	2
Gm20945	0	1	0	1
Gm20797	22	16	19	16
Gm20946	527	408	509	657
Gm46074	169	155	256	289
Gm21119	476	383	953	1320
Gm21112	2	12	21	24
Gm21092	650	839	789	837
Gm40469	58	36	39	46
Gm40467	60	48	140	155
Gm20584	0	0	0	0
2610005L07Rik	106	124	99	135
Gm7807	7	4	14	13
Gm15319	220	270	560	740
Gm20583	0	0	0	0
6820431F20Rik	11	8	11	18
Gm40468	5	5	13	11
Gm21811	35	29	28	39
Gm20778	733	643	1261	1685
Gm36166	4	7	16	20
Gm20786	0	0	0	0
9530057J20Rik	1478	1430	2274	2888
Gm10060	9	7	8	8
Gm7760	6	3	4	8
4930467E23Rik	861	717	968	1137
Gm6483	150	134	145	153
Gm29789	5	6	4	2
Gm35998	220	194	173	257
Selenot-ps	2	0	1	0
Gm16425	1229	1053	900	992
Gm15358	1	0	0	0
Defb7	0	0	0	0
Rpl19-ps11	17	11	5	18
Defa-ps15	0	0	0	1
Defb8	0	0	0	0
Defa-ps14	0	0	0	0
Defa-ps13	0	0	0	0
Defb3	0	0	0	0
Defb5	0	0	0	0
Defb46	0	0	0	0
Defb6	0	0	0	0
Defa-ps12	0	2	0	0
Defb4	0	0	4	0
Gm39139	15	5	13	22
Defb14	284	267	179	190
Spag11a	0	0	0	0
Spag11b	0	0	1	0
Defb34	0	0	3	1
Defb12	0	0	0	0
Defb39	0	0	0	0
Gm15366	1	0	0	1
Defb38	0	0	0	0
Gm39138	0	0	0	0
Defb37	0	0	0	0
Defb40	0	0	0	0
Gm40464	0	0	0	1
Xkr5	31	28	6	6
Gm35934	220	204	237	296
Agpat5	160	113	57	76
Angpt2	76	63	52	68
Gm17149	0	0	0	0
Gm25763	0	0	0	0
Mcph1	1146	1038	756	936
Gm35740	167	160	105	103
Gm24469	0	0	0	0
Gm40463	2	12	2	3
1700014L14Rik	21	23	19	26
Gm25665	0	0	0	0
Gm7724	0	0	0	0
Gm39137	7	3	3	4
C030002A05Rik	9	11	7	19
Gm39136	0	0	0	0
Gm25278	0	0	0	0
Gm18319	0	0	0	0
Gm16347	487	447	333	443
Mir3106	0	0	2	0
Gm46073	0	0	0	1
Csmd1	921	860	507	675
Gm7128	0	0	0	0
Gm46033	0	0	0	0
Gm35392	1	0	1	2
Gm24231	0	0	1	0
Myom2	283	244	357	437
BB014433	30376	30030	18003	19894
Gm35340	6	5	5	3
Kbtbd11	4264	4616	1789	1824
5830468F06Rik	2	4	6	2
Gm35149	0	3	1	0
Gm16350	22	10	10	15
Gm35285	1	2	2	3
Arhgef10	6808	6374	4057	4741
Cln8	129	98	72	70
C030037F17Rik	0	0	0	0
Gm26184	0	2	0	0
Gm3160	0	0	0	0
Dlgap2	70	42	72	81
Erich1	493	434	388	518
Gm39134	4	17	14	21
Gm5907	16	22	15	12
Tdrp	4062	3620	1895	2149
Fbxo25	235	194	129	144
Gm7676	37	32	29	57
Coprs	2785	2383	935	1005
LOC115485642	2	2	1	3
Champ1	159	163	92	128
AF366264	4842	4396	3396	4140
Upf3a	12602	10171	7155	7673
Cdc16	788	663	427	545
Gm7669	60	40	258	262
Cfap97d2	26	35	47	51
Gm46032	765	667	811	989
Gm34795	470	453	363	454
Rasa3	5908	5478	3459	3990
1700029H14Rik	15282	13647	10843	13098
Gas6	1058	999	236	297
Tmem255b	78	100	18	29
Grk1	0	4	5	3
Atp4b	0	0	1	0
Tfdp1	535	490	316	325
Tmco3	656	603	357	432
Gm25014	1	0	0	3
Dcun1d2	114	102	79	103
Adprhl1	1	1	0	0
2810030D12Rik	5	5	8	13
Mir1968	10	14	7	7
Grtp1	7882	7126	3534	4098
Lamp1	39856	39168	22402	25030
Mir7065	0	0	0	1
Cul4a	4097	3325	2647	3070
Pcid2	7343	7385	4167	4970
Proz	18	13	10	22
F10	67	68	34	49
F7	119	117	89	115
Gm15352	1	2	0	3
Gm38671	0	0	0	0
Gm15351	1	1	0	0
Gm15353	23	24	11	6
Mcf2l	3804	3732	1965	2342
Gm15350	278	232	113	154
Atp11a	9180	8310	4547	5572
Gm33587	278	271	158	214
Gm39133	3	1	0	0
Gm15348	6	5	5	8
4931415C17Rik	1621	1494	1409	1579
Tubgcp3	884	805	716	808
Spaca7	1136	943	1471	2057
Gm33532	142	142	153	182
Gm33326	3	9	4	5
Sox1	448	404	198	210
Sox1ot	1	1	3	1
Gm51562	99	75	54	56
Gm33175	86	61	31	53
A230072I06Rik	0	0	1	5
Gm33029	0	0	0	0
Gm18318	0	0	0	0
Tex29	5089	4613	4931	5816
Gm18991	12	4	30	35
Arhgef7	4696	4401	3006	3609
1700128E19Rik	237	189	192	263
Gm45420	2	1	0	2
Gm6524	1	1	0	1
Gm7600	2	2	0	3
1700016D06Rik	1644	1424	1370	1812
Mir7238	0	0	0	0
Ankrd10	614	650	436	472
Ing1	5790	5039	3301	3834
Cars2	1897	1734	1006	1237
Naxd	2273	2179	1313	1573
E230013L22Rik	276	245	147	163
Rab20	471	411	306	312
Gm46030	10	15	9	14
Col4a2	1152	1271	276	334
Gm32709	7	5	27	32
Col4a1	1303	1146	288	306
Gm15418	23	18	4	6
9530052E02Rik	13	10	7	10
Irs2	985	928	622	633
3930402G23Rik	24	18	5	12
Gm32594	0	1	0	0
4833411C07Rik	0	0	0	0
Gm2814	0	0	0	0
B930025P03Rik	0	0	1	0
Gm32540	0	0	0	0
Gm39130	0	0	0	0
Gm32485	0	0	0	0
Rps16-ps3	0	0	0	0
Gm32429	1	5	3	0
Gm39129	0	0	0	0
Gm30666	0	0	0	0
LOC108167577	0	0	0	0
Gm32330	0	0	0	1
Gm51561	3	1	3	3
Gm51560	61	48	32	39
Myo16	378	326	260	312
Tnfsf13b	32	15	19	21
Abhd13	364	329	210	228
Lig4	1783	1503	1890	2344
Fam155a	2341	1980	6005	7330
Gm39128	17	20	31	33
Gm31726	69	49	30	38
4930453L07Rik	1835	1483	1439	1507
4933430N04Rik	315	231	132	167
Gm39127	123	112	207	259
Gm18393	90	72	138	157
Mir7654	0	0	0	0
Arglu1	541	438	326	401
Efnb2	347	309	151	210
Gm31463	2	0	3	1
Gm2448	1	4	3	2
Gm31135	3	3	1	2
Gm31401	24	28	32	17
Gm25169	0	0	0	1
Gm26427	5	7	16	17
Gm30954	1024	827	744	898
Gm17215	30	18	12	10
Gm7506	0	0	0	0
Gm24288	0	0	0	0
Gm2734	0	0	0	0
Gpi-ps	159	142	52	78
Gm6426	0	0	0	2
Gm5605	0	0	0	2
Slc10a2	189	122	62	53
Gm5739	6	4	2	3
n-R5s93	0	0	0	0
Rpl21-ps14	0	0	0	0
Gm9457	4	0	0	2
Gm6334	28	12	14	9
Shcbp1	3749	2886	2856	3532
Gm39124	32	39	24	27
Gm2676	1	0	5	5
Gm6410	576	633	427	569
Gm39123	18	18	19	24
Gm30502	7	6	9	10
Gm7451	28	14	32	36
Zfp958	79	62	70	90
Vmn2r-ps89	0	1	1	0
Cers4	25	37	15	9
Gm6070	0	0	0	0
Gm7434	5	6	4	6
LOC108167518	415	350	592	703
Ccl25	211	174	173	168
Elavl1	11545	10967	5125	6375
Timm44	2980	2688	2087	2277
Ctxn1	1873	1890	839	889
Snapc2	722	731	405	445
Tgfbr3l	391	426	371	447
Map2k7	14908	13469	7042	8262
Lrrc8e	24	10	8	11
Prr36	15	11	14	10
Evi5l	33319	32298	19290	21068
4932443L11Rik	175	126	141	152
Cd209g	3	4	0	2
Cd209f	31	27	9	12
Gm16589	0	1	2	2
Gm7407	0	0	2	4
Gm7397	2	2	5	4
Gm7389	311	263	202	276
Gm39122	7	1	4	9
Cd209c	1	1	0	1
Cd209b	0	0	0	0
Cd209d	0	0	0	3
Cd209e	0	0	0	1
Gm7381	1	0	0	0
Rprl3	81	68	6	7
Cd209a	0	0	0	0
Gm16553	14	11	11	8
Clec4g	1891	1665	821	1012
Fcer2a	8	13	6	10
Trappc5	1611	1510	550	624
Gm45231	0	0	0	0
Fcor	1	0	0	0
Mcemp1	6	12	4	8
Retn	349	289	131	155
Stxbp2	13241	12139	4974	5700
Pcp2	3	2	1	3
Pet100	3366	2558	988	991
Xab2	25488	24262	8393	9597
Camsap3	1200	1188	635	694
Rps23-ps2	4	1	0	0
Rps23rg1	1	1	0	0
Pnpla6	182	154	82	98
Mcoln1	219	219	72	95
Zfp358	29	28	12	11
Tex45	1354	1322	1056	1237
Pex11g	10155	9479	4732	5132
Gm46029	0	3	2	1
Arhgef18	538	560	284	361
Gm30369	0	0	0	2
Insr	3189	2833	2126	2437
Vmn2r-ps88	0	0	0	1
Gm18210	0	3	2	3
Gm30220	0	0	0	0
Vmn1r-ps91	0	0	0	0
Vmn1r187	0	0	0	0
Vmn1r-ps90	0	0	0	0
Vmn1r186	0	0	0	0
Vmn1r-ps89	0	0	0	0
Vmn1r-ps88	0	0	0	0
Mrgprd	0	0	0	0
Mrgprf	7	12	4	2
Smim38	13	10	33	36
Tpcn2	3802	3734	3080	3481
Gm45181	0	0	1	0
Gm46023	0	0	0	0
Ccnd1	178	191	90	83
LTO1	579	476	348	379
Bc1	2	4	2	2
Gm39119	51	44	24	18
Fgf15	0	1	1	0
Gm26793	13	19	15	12
Fgf4	3	1	0	0
Fgf3	0	0	0	0
Gm9711	1	6	0	2
Gm34964	2	0	0	1
D930030F02Rik	15	9	14	10
Ano1	1588	1650	1790	2107
Fadd	524	423	197	213
Gm35626	46	34	29	27
Ppfia1	1043	944	816	1009
Cttn	525	433	218	288
Gm34561	0	0	1	0
Gm34621	85	63	35	54
Gm14372	38	25	51	51
Mir3105	0	0	1	0
Shank2	880	784	665	739
Gm34445	12	30	21	15
Mir6404	0	0	0	0
Acte1	2719	2366	1627	2011
Dhcr7	234	292	161	194
Nadsyn1	1743	1709	675	797
Mrgpre	0	3	1	0
Mrgprg	0	1	0	0
Osbpl5	116	170	51	56
E230032D23Rik	1	0	1	0
Tnfrsf23	6	4	20	28
Tnfrsf22	6	5	2	5
Tnfrsf26	1	0	0	0
Gm15579	154	108	84	79
Gm15580	6	1	2	2
Mir7064	0	0	5	2
Cars	2187	2207	1766	2142
Gm23297	9	6	8	5
Nap1l4	5494	4870	2843	3157
Phlda2	2	2	2	0
Slc22a18	3190	3547	1640	1957
Gm33663	79	45	26	32
Cdkn1c	998	904	398	410
4933417O13Rik	1069	1038	828	997
Kcnq1ot1	1981	1756	5390	6283
Gm28821	105	52	29	81
Kcnq1	164	142	166	187
Trpm5	79	80	39	37
Tssc4	1969	1834	711	871
Cd81	1167	1058	277	346
R74862	337	313	237	247
Tspan32	6	2	2	9
Ascl2	4	5	2	4
Th	18	21	36	58
Gm39117	150	112	130	150
Gm6471	5	3	11	10
Gm7290	4	2	5	11
Gm39116	63	41	44	32
Ins2	14	15	9	7
Igf2os	4	1	3	3
Mir483	0	0	0	0
Igf2	136	143	55	55
Gm33148	0	1	0	0
Mir675	0	0	0	0
H19	10	11	3	4
Nctc1	0	0	0	0
Mrpl23	156	179	66	94
Tnnt3	1	0	0	0
Prr33	2	0	0	0
Lsp1	51	55	12	12
Tnni2	0	2	0	0
Syt8	1	0	0	0
Gm26143	0	0	0	0
Ctsd	573	518	193	204
Ifitm10	0	0	1	0
Gm5054	1	1	0	0
Krtap5-4	0	0	0	0
Krtap5-1	0	0	0	0
B130016D09Rik	42	46	14	20
Gm45889	1	1	1	0
Gm10013	0	0	0	1
Gm4559	0	0	0	0
Gm2431	0	0	0	0
Gm46022	1	0	0	0
Gm40460	0	0	0	0
Krtap5-5	5	4	0	1
Gm19094	0	0	0	0
Gm7579	0	0	0	0
Krtap5-3	0	0	0	0
Krtap5-2	1	0	0	0
Gm4553	0	0	0	0
Gm29735	0	0	0	0
Gm25370	0	0	0	0
Gm45337	0	1	0	0
Gm39115	0	0	0	0
Gm45618	0	0	0	1
Gm45417	0	0	0	0
Gm32786	4	4	0	7
Dusp8	23	23	10	7
Gm25416	0	0	0	0
Mob2	776	694	516	629
Mir3104	0	1	0	1
Brsk2	8637	8490	4879	5318
Gm32539	810	717	766	874
Tollip	49010	45749	23749	27649
Muc5b	115	105	84	84
Muc5ac	20	15	8	17
Muc6	40	55	43	41
Mir7063	20	17	23	27
Gm16982	1920	1839	1798	2238
Ap2a2	16607	16368	8457	10256
Chid1	7639	6841	3367	3558
Tspan4	155	142	37	43
Polr2l	311	313	171	155
Cd151	3259	3092	1119	1330
Gm10575	99	96	34	50
Cracr2b	31	23	13	10
Pnpla2	36196	33717	19218	20781
Snora52	7	12	5	5
Rplp2	16358	14794	6107	6666
Pidd1	113	111	182	180
Slc25a22	32	27	14	16
Cend1	26	11	5	12
Gatd1	614	702	275	337
Gm4535	89	83	34	58
Taldo1	365	318	123	136
Gm25725	0	0	0	0
B230206H07Rik	14	16	5	3
Eps8l2	343	295	156	212
Tmem80	462	493	254	283
Deaf1	1174	1033	472	557
Drd4	229	283	55	61
Sct	67	89	4	9
Cdhr5	44	36	21	21
Irf7	40	33	14	9
Phrf1	10259	10029	5349	6365
Gm51460	393	361	162	188
Mir210	1	0	0	0
Rassf7	3026	2830	2452	2670
Lmntd2	14289	14026	11362	14223
Lrrc56	20575	20810	11264	12340
Hras	3618	3297	1434	1412
Gm22019	0	7	4	6
Gm51459	328	229	105	152
Gm5905	310	321	232	281
Rnh1	904	933	369	373
Ptdss2	82368	79046	37605	42253
Gm33560	0	0	0	0
Ano9	53	36	40	56
Sigirr	272	266	121	110
Pkp3	45	38	18	11
B4galnt4	1111	1028	507	576
Gm39114	44	50	24	24
Ifitm6	0	0	0	0
Ifitm3	74	51	14	7
Gm33504	7	3	2	2
Gm7514	8	6	5	0
Ifitm1	2	3	6	3
Ifitm2	10	9	3	2
Ifitm5	0	1	0	0
Pgghg	27	21	20	32
Nlrp6	30	24	29	30
BC024386	2	6	8	11
Cox8b	0	0	0	0
Gm15542	4	6	8	8
Psmd13	12645	11070	4656	5449
Sirt3	4506	4248	3238	3718
Ric8a	1355	1411	805	851
Bet1l	1262	1140	502	560
Odf3	17747	17454	11136	11486
Scgb1c1	33	16	12	13
C330022C24Rik	727	615	641	798
Urah	23	25	22	19
Zfp941	681	542	775	973
Gm29799	0	0	2	0
Syce1	13157	11574	10620	13448
Cyp2e1	0	0	1	1
Olfr542-ps1	0	0	0	0
Olfr541	0	0	0	1
Olfr45	0	0	0	3
Olfr540-ps1	0	0	1	1
Olfr539	1	0	11	12
Gm39112	12	19	7	13
Olfr53	2	0	12	11
Olfr61	3	3	11	8
Olfr46	35	27	90	101
Olfr538	1	4	27	22
Olfr537-ps1	11	10	88	127
Olfr536	1	5	13	17
Olfr535	0	0	0	1
Olfr534-ps1	1	0	1	0
Olfr533	0	0	0	0
Olfr532	0	0	0	1
Olfr531	0	0	0	1
Gm6376	0	0	1	0
Olfr530	0	0	0	0
Olfr529-ps1	0	0	0	0
Olfr60	0	0	0	0
Olfr528-ps1	0	0	0	0
Olfr527	0	0	0	0
Olfr525	0	2	0	0
